state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,consecutive_number,body_type_name,number_of_fatalities
Nevada,Rural,21,Clear,320048,Station Wagon (Excluding Van and Truck-Based),1
Illinois,Rural,20,Clear,171039,Standard Pickup,1
Illinois,Rural,20,Clear,171039,Station Wagon (Excluding Van and Truck-Based),1
South Carolina,Rural,3,Clear,450167,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Rural,3,Clear,450167,4-Door Sedan/Hardtop,1
North Carolina,Rural,18,Clear,371242,Standard Pickup,1
North Carolina,Rural,18,Clear,371242,Minivan,1
Mississippi,Rural,21,Clear,280258,4-Door Sedan/Hardtop,1
Mississippi,Rural,21,Clear,280258,4-Door Sedan/Hardtop,1
Mississippi,Rural,21,Clear,280258,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,5,Clear,450537,Standard Pickup,2
South Carolina,Rural,5,Clear,450537,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",2
Florida,Rural,18,Clear,120203,Standard Pickup,1
Florida,Rural,18,Clear,120203,4-Door Sedan/Hardtop,1
North Carolina,Rural,22,Clear,370721,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Rural,22,Clear,370721,2-Door Sedan/Hardtop/Coupe,1
Nebraska,Rural,6,Clear,310168,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Nebraska,Rural,6,Clear,310168,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Mississippi,Rural,2,Clear,280079,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Mississippi,Rural,2,Clear,280079,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,12,Clear,122698,4-Door Sedan/Hardtop,2
Florida,Urban,12,Clear,122698,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Florida,Urban,6,Clear,120730,4-Door Sedan/Hardtop,1
Florida,Urban,6,Clear,120730,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,18,Clear,123111,Standard Pickup,1
Florida,Urban,18,Clear,123111,4-Door Sedan/Hardtop,1
Florida,Urban,14,Clear,120014,4-Door Sedan/Hardtop,1
Florida,Urban,14,Clear,120014,Standard Pickup,1
Louisiana,Urban,17,Clear,220522,Motorcycle,1
Louisiana,Urban,17,Clear,220522,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,18,Clear,120135,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,18,Clear,120135,2-Door Sedan/Hardtop/Coupe,1
Ohio,Urban,9,Clear,390667,4-Door Sedan/Hardtop,1
Ohio,Urban,9,Clear,390667,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,12,Clear,120216,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,12,Clear,120216,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Urban,12,Clear,120216,4-Door Sedan/Hardtop,1
Illinois,Urban,7,Clear,170727,4-Door Sedan/Hardtop,2
Illinois,Urban,7,Clear,170727,4-Door Sedan/Hardtop,2
Idaho,Rural,18,Clear,160021,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Idaho,Rural,18,Clear,160021,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Minnesota,Rural,2,Clear,270123,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Minnesota,Rural,2,Clear,270123,2-Door Sedan/Hardtop/Coupe,1
New Mexico,Rural,22,Clear,350023,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
New Mexico,Rural,22,Clear,350023,2-Door Sedan/Hardtop/Coupe,1
Wyoming,Rural,23,Clear,560092,Minivan,2
Wyoming,Rural,23,Clear,560092,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Indiana,Rural,18,Clear,180026,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Rural,18,Clear,180026,4-Door Sedan/Hardtop,1
Indiana,Rural,18,Clear,180026,3-Door/2-Door Hatchback,1
Indiana,Rural,18,Clear,180026,4-Door Sedan/Hardtop,1
Kentucky,Urban,11,Clear,210556,2-Door Sedan/Hardtop/Coupe,1
Kentucky,Urban,11,Clear,210556,4-Door Sedan/Hardtop,1
Florida,Urban,16,Clear,120918,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,16,Clear,120918,5-Door/4-Door Hatchback,1
Indiana,Urban,11,Clear,180345,4-Door Sedan/Hardtop,2
Indiana,Urban,11,Clear,180345,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Florida,Urban,14,Clear,122821,3-Door Coupe,1
Florida,Urban,14,Clear,122821,"Convertible (Excludes Sunroof, T-Bar)",1
Florida,Urban,9,Clear,120644,Standard Pickup,1
Florida,Urban,9,Clear,120644,"Other Motored Cycle Type (Mini-Bikes, Motor Scooters, Pocket Motorcycles,
Pocket Bikes) (Since 2008)",1
New Jersey,Urban,13,Clear,340372,Motorcycle,1
New Jersey,Urban,13,Clear,340372,4-Door Sedan/Hardtop,1
Georgia,Urban,15,Clear,130804,Motorcycle,1
Georgia,Urban,15,Clear,130804,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Urban,18,Clear,450199,Large Van – Includes Van-Based Buses,2
South Carolina,Urban,18,Clear,450199,Motorcycle,2
North Carolina,Urban,7,Clear,370440,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
North Carolina,Urban,7,Clear,370440,4-Door Sedan/Hardtop,1
Georgia,Urban,12,Clear,130472,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Urban,12,Clear,130472,4-Door Sedan/Hardtop,1
Georgia,Rural,4,Clear,130243,4-Door Sedan/Hardtop,2
Georgia,Rural,4,Clear,130243,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",2
Colorado,Rural,20,Clear,80253,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Colorado,Rural,20,Clear,80253,Minivan,1
Kentucky,Rural,6,Clear,210108,Station Wagon (Excluding Van and Truck-Based),1
Kentucky,Rural,6,Clear,210108,Motorcycle,1
Nebraska,Rural,18,Clear,310193,Station Wagon (Excluding Van and Truck-Based),2
Nebraska,Rural,18,Clear,310193,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Nebraska,Rural,6,Clear,310178,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Nebraska,Rural,6,Clear,310178,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
South Carolina,Rural,0,Clear,450747,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
South Carolina,Rural,0,Clear,450747,Standard Pickup,2
Iowa,Rural,22,Clear,190233,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Iowa,Rural,22,Clear,190233,Motorcycle,2
Iowa,Rural,22,Clear,190233,Motorcycle,2
Iowa,Rural,22,Clear,190233,Motorcycle,2
Mississippi,Rural,20,Clear,280253,Standard Pickup,1
Mississippi,Rural,20,Clear,280253,4-Door Sedan/Hardtop,1
Georgia,Rural,2,Clear,130752,4-Door Sedan/Hardtop,1
Georgia,Rural,2,Clear,130752,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arkansas,Rural,3,Clear,50100,Standard Pickup,1
Arkansas,Rural,3,Clear,50100,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Rural,5,Clear,121399,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
Florida,Rural,5,Clear,121399,Standard Pickup,3
Florida,Rural,5,Clear,121399,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",3
Florida,Rural,5,Clear,121399,3-Door/2-Door Hatchback,3
Mississippi,Rural,22,Clear,280233,Standard Pickup,2
Mississippi,Rural,22,Clear,280233,4-Door Sedan/Hardtop,2
Indiana,Rural,17,Clear,180726,Standard Pickup,2
Indiana,Rural,17,Clear,180726,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Wisconsin,Rural,20,Clear,550196,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Wisconsin,Rural,20,Clear,550196,4-Door Sedan/Hardtop,1
Kentucky,Rural,16,Clear,210392,4-Door Sedan/Hardtop,1
Kentucky,Rural,16,Clear,210392,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kentucky,Rural,16,Clear,210392,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arkansas,Rural,17,Clear,50377,Standard Pickup,1
Arkansas,Rural,17,Clear,50377,4-Door Sedan/Hardtop,1
Minnesota,Rural,23,Clear,270080,4-Door Sedan/Hardtop,1
Minnesota,Rural,23,Clear,270080,Station Wagon (Excluding Van and Truck-Based),1
New Mexico,Rural,17,Clear,350345,"Convertible (Excludes Sunroof, T-Bar)",2
New Mexico,Rural,17,Clear,350345,4-Door Sedan/Hardtop,2
Kansas,Rural,17,Clear,200044,4-Door Sedan/Hardtop,2
Kansas,Rural,17,Clear,200044,Standard Pickup,2
North Carolina,Urban,16,Clear,371349,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
North Carolina,Urban,16,Clear,371349,3-Door/2-Door Hatchback,1
Kentucky,Rural,18,Clear,210053,Standard Pickup,1
Kentucky,Rural,18,Clear,210053,Minivan,1
Connecticut,Rural,21,Clear,90095,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Connecticut,Rural,21,Clear,90095,Off-Road Motorcycle (2-Wheel),1
Mississippi,Rural,17,Clear,280013,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Mississippi,Rural,17,Clear,280013,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Minnesota,Rural,20,Clear,270022,4-Door Sedan/Hardtop,1
Minnesota,Rural,20,Clear,270022,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Georgia,Rural,19,Clear,130248,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Georgia,Rural,19,Clear,130248,4-Door Sedan/Hardtop,1
Louisiana,Rural,2,Clear,220307,4-Door Sedan/Hardtop,1
Louisiana,Rural,2,Clear,220307,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Oregon,Rural,23,Clear,410007,Station Wagon (Excluding Van and Truck-Based),2
Oregon,Rural,23,Clear,410007,Station Wagon (Excluding Van and Truck-Based),2
Florida,Rural,23,Clear,120911,Standard Pickup,1
Florida,Rural,23,Clear,120911,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,23,Clear,120911,5-Door/4-Door Hatchback,1
Alabama,Rural,14,Clear,10714,Motorcycle,1
Alabama,Rural,14,Clear,10714,4-Door Sedan/Hardtop,1
Alabama,Rural,8,Clear,10664,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Alabama,Rural,8,Clear,10664,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Illinois,Rural,15,Clear,170689,4-Door Sedan/Hardtop,1
Illinois,Rural,15,Clear,170689,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Idaho,Rural,16,Clear,160073,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Idaho,Rural,16,Clear,160073,Standard Pickup,1
Alabama,Rural,17,Clear,10525,Standard Pickup,1
Alabama,Rural,17,Clear,10525,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Dakota,Rural,11,Clear,460003,4-Door Sedan/Hardtop,1
South Dakota,Rural,11,Clear,460003,Standard Pickup,1
Alabama,Rural,7,Clear,10326,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Alabama,Rural,7,Clear,10326,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Rural,13,Clear,370338,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Rural,13,Clear,370338,Minivan,1
Alabama,Rural,13,Clear,10273,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Alabama,Rural,13,Clear,10273,Minivan,1
Connecticut,Rural,17,Clear,90078,Minivan,1
Connecticut,Rural,17,Clear,90078,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
South Carolina,Rural,10,Clear,450575,4-Door Sedan/Hardtop,1
South Carolina,Rural,10,Clear,450575,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
South Carolina,Rural,10,Clear,450575,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Rural,15,Clear,450863,4-Door Sedan/Hardtop,1
South Carolina,Rural,15,Clear,450863,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Utah,Rural,13,Clear,490093,4-Door Sedan/Hardtop,1
Utah,Rural,13,Clear,490093,Standard Pickup,1
Utah,Rural,13,Clear,490093,2-Door Sedan/Hardtop/Coupe,1
Nevada,Rural,13,Clear,320056,Standard Pickup,1
Nevada,Rural,13,Clear,320056,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Nevada,Rural,13,Clear,320056,4-Door Sedan/Hardtop,1
Alabama,Rural,8,Clear,10439,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",5
Alabama,Rural,8,Clear,10439,Station Wagon (Excluding Van and Truck-Based),5
Oregon,Rural,14,Clear,410241,4-Door Sedan/Hardtop,2
Oregon,Rural,14,Clear,410241,Standard Pickup,2
Mississippi,Rural,17,Clear,280309,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Mississippi,Rural,17,Clear,280309,Standard Pickup,1
North Carolina,Rural,10,Clear,370954,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
North Carolina,Rural,10,Clear,370954,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
North Carolina,Rural,12,Clear,371013,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
North Carolina,Rural,12,Clear,371013,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,12,Clear,450412,Standard Pickup,1
South Carolina,Rural,12,Clear,450412,Motorcycle,1
Georgia,Urban,9,Clear,130232,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
Georgia,Urban,9,Clear,130232,2-Door Sedan/Hardtop/Coupe,1
Georgia,Urban,9,Clear,130232,4-Door Sedan/Hardtop,1
Arkansas,Urban,10,Clear,50192,4-Door Sedan/Hardtop,1
Arkansas,Urban,10,Clear,50192,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Indiana,Urban,6,Clear,180208,2-Door Sedan/Hardtop/Coupe,1
Indiana,Urban,6,Clear,180208,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Urban,11,Clear,210403,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Urban,11,Clear,210403,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Rural,19,Clear,120405,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",2
Florida,Rural,19,Clear,120405,Motorcycle,2
Iowa,Urban,9,Clear,190201,Standard Pickup,1
Iowa,Urban,9,Clear,190201,4-Door Sedan/Hardtop,1
Ohio,Urban,13,Clear,390215,4-Door Sedan/Hardtop,1
Ohio,Urban,13,Clear,390215,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,17,Clear,121101,Standard Pickup,1
Florida,Rural,17,Clear,121101,4-Door Sedan/Hardtop,1
Indiana,Rural,6,Clear,180223,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
Indiana,Rural,6,Clear,180223,5-Door/4-Door Hatchback,1
Arkansas,Rural,15,Clear,50094,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arkansas,Rural,15,Clear,50094,4-Door Sedan/Hardtop,1
Utah,Rural,14,Clear,490029,4-Door Sedan/Hardtop,1
Utah,Rural,14,Clear,490029,Standard Pickup,1
Utah,Rural,14,Clear,490029,4-Door Sedan/Hardtop,1
South Carolina,Rural,6,Clear,450293,Large Van – Includes Van-Based Buses,1
South Carolina,Rural,6,Clear,450293,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Indiana,Rural,11,Clear,180398,Standard Pickup,1
Indiana,Rural,11,Clear,180398,Large Van – Includes Van-Based Buses,1
Iowa,Rural,15,Clear,190276,School Bus,1
Iowa,Rural,15,Clear,190276,4-Door Sedan/Hardtop,1
North Carolina,Rural,14,Clear,371140,Motorcycle,1
North Carolina,Rural,14,Clear,371140,4-Door Sedan/Hardtop,1
California,Rural,18,Clear,61166,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,18,Clear,61166,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
California,Rural,18,Clear,61166,4-Door Sedan/Hardtop,1
Oklahoma,Rural,16,Clear,400421,Motorcycle,1
Oklahoma,Rural,16,Clear,400421,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
Kentucky,Rural,17,Clear,210742,Standard Pickup,1
Kentucky,Rural,17,Clear,210742,Minivan,1
Nebraska,Rural,17,Clear,310048,Motorcycle,1
Nebraska,Rural,17,Clear,310048,Standard Pickup,1
Georgia,Urban,14,Clear,131119,4-Door Sedan/Hardtop,1
Georgia,Urban,14,Clear,131119,4-Door Sedan/Hardtop,1
Tennessee,Urban,15,Clear,470769,4-Door Sedan/Hardtop,1
Tennessee,Urban,15,Clear,470769,Motorcycle,1
Tennessee,Urban,11,Clear,470658,Standard Pickup,1
Tennessee,Urban,11,Clear,470658,Motorcycle,1
South Carolina,Urban,19,Clear,450509,Standard Pickup,1
South Carolina,Urban,19,Clear,450509,2-Door Sedan/Hardtop/Coupe,1
South Carolina,Urban,19,Clear,450509,4-Door Sedan/Hardtop,1
Alabama,Urban,5,Clear,10841,Standard Pickup,1
Alabama,Urban,5,Clear,10841,Standard Pickup,1
Tennessee,Urban,10,Clear,470193,4-Door Sedan/Hardtop,1
Tennessee,Urban,10,Clear,470193,"Convertible (Excludes Sunroof, T-Bar)",1
Georgia,Urban,18,Clear,130672,2-Door Sedan/Hardtop/Coupe,1
Georgia,Urban,18,Clear,130672,4-Door Sedan/Hardtop,1
Tennessee,Urban,8,Clear,470822,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Tennessee,Urban,8,Clear,470822,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Illinois,Urban,14,Clear,171000,4-Door Sedan/Hardtop,1
Illinois,Urban,14,Clear,171000,Station Wagon (Excluding Van and Truck-Based),1
Georgia,Urban,15,Clear,130978,4-Door Sedan/Hardtop,1
Georgia,Urban,15,Clear,130978,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,11,Clear,121458,Station Wagon (Excluding Van and Truck-Based),1
Florida,Urban,11,Clear,121458,4-Door Sedan/Hardtop,1
Florida,Urban,8,Clear,121091,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,8,Clear,121091,2-Door Sedan/Hardtop/Coupe,1
Florida,Urban,17,Clear,120758,Motorcycle,1
Florida,Urban,17,Clear,120758,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,21,Clear,170726,4-Door Sedan/Hardtop,1
Illinois,Urban,21,Clear,170726,Motorcycle,1
Florida,Urban,15,Clear,120948,Motorcycle,1
Florida,Urban,15,Clear,120948,4-Door Sedan/Hardtop,1
Tennessee,Urban,13,Clear,470440,Farm Equipment Other Than Trucks,1
Tennessee,Urban,13,Clear,470440,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
North Carolina,Urban,10,Clear,370977,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
North Carolina,Urban,10,Clear,370977,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Urban,15,Clear,450264,Standard Pickup,1
South Carolina,Urban,15,Clear,450264,Motorcycle,1
Arkansas,Urban,18,Clear,50152,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Arkansas,Urban,18,Clear,50152,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Arkansas,Urban,18,Clear,50152,4-Door Sedan/Hardtop,2
South Carolina,Urban,21,Clear,450580,Motorcycle,1
South Carolina,Urban,21,Clear,450580,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,17,Clear,170425,4-Door Sedan/Hardtop,1
Illinois,Urban,17,Clear,170425,Minivan,1
Maryland,Urban,8,Clear,240225,Standard Pickup,1
Maryland,Urban,8,Clear,240225,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,20,Clear,123050,4-Door Sedan/Hardtop,1
Florida,Urban,20,Clear,123050,Motorcycle,1
Tennessee,Urban,16,Clear,470434,4-Door Sedan/Hardtop,1
Tennessee,Urban,16,Clear,470434,4-Door Sedan/Hardtop,1
Tennessee,Urban,16,Clear,470434,Utility Station Wagon,1
Florida,Urban,18,Clear,120795,Motorcycle,1
Florida,Urban,18,Clear,120795,4-Door Sedan/Hardtop,1
Kentucky,Urban,15,Clear,210650,Minivan,1
Kentucky,Urban,15,Clear,210650,Motorcycle,1
Pennsylvania,Urban,15,Clear,420922,4-Door Sedan/Hardtop,1
Pennsylvania,Urban,15,Clear,420922,Unknown Body Type,1
Florida,Urban,12,Clear,122974,Motorcycle,1
Florida,Urban,12,Clear,122974,Standard Pickup,1
Florida,Urban,12,Clear,122974,4-Door Sedan/Hardtop,1
Massachusetts,Urban,17,Clear,250097,4-Door Sedan/Hardtop,1
Massachusetts,Urban,17,Clear,250097,Motorcycle,1
Ohio,Urban,14,Clear,390174,Standard Pickup,1
Ohio,Urban,14,Clear,390174,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Jersey,Urban,14,Clear,340235,4-Door Sedan/Hardtop,1
New Jersey,Urban,14,Clear,340235,Standard Pickup,1
New Jersey,Urban,14,Clear,340235,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
